model,train_R2,val_R2,train_RMSE,val_RMSE
XGBoost,0.9999851019936487,0.996678078960934,1.158209081054386,21.553796207165107
RandomForest,0.9963016396374049,0.9883077556257803,18.24851383450146,40.43691932072374
Ridge,0.9867051665944144,0.9869516171220432,34.599063038944564,42.71766105553012
LinearRegression,0.9894512374419423,0.9801099299566354,30.81936218622549,52.74086834525457
DummyMean,0.0,-0.03197888059580234,300.07021413371876,379.895828222131
